category,canonical_field,source_endpoints,likely_use,priority
unknown,instruments.*.fundamental.epsTTM,instruments,prediction_model,medium
unknown,instruments.*.fundamental.fundLeverageFactor,instruments,prediction_model,medium
unknown,instruments.*.fundamental.grossMarginMRQ,instruments,prediction_model,medium
unknown,instruments.*.fundamental.grossMarginTTM,instruments,prediction_model,medium
unknown,instruments.*.fundamental.high52,instruments,prediction_model,medium
unknown,instruments.*.fundamental.interestCoverage,instruments,prediction_model,medium
unknown,instruments.*.fundamental.low52,instruments,prediction_model,medium
unknown,instruments.*.fundamental.ltDebtToEquity,instruments,prediction_model,medium
unknown,instruments.*.fundamental.marketCap,instruments,prediction_model,medium
unknown,instruments.*.fundamental.marketCapFloat,instruments,prediction_model,medium
unknown,instruments.*.fundamental.netProfitMarginMRQ,instruments,prediction_model,medium
unknown,instruments.*.fundamental.netProfitMarginTTM,instruments,prediction_model,medium
unknown,instruments.*.fundamental.nextDividendDate,instruments,prediction_model,medium
unknown,instruments.*.fundamental.nextDividendPayDate,instruments,prediction_model,medium
unknown,instruments.*.fundamental.operatingMarginMRQ,instruments,prediction_model,medium
unknown,instruments.*.fundamental.operatingMarginTTM,instruments,prediction_model,medium
unknown,instruments.*.fundamental.pbRatio,instruments,prediction_model,medium
unknown,instruments.*.fundamental.pcfRatio,instruments,prediction_model,medium
unknown,instruments.*.fundamental.pegRatio,instruments,prediction_model,medium
unknown,instruments.*.fundamental.prRatio,instruments,prediction_model,medium
unknown,instruments.*.fundamental.quickRatio,instruments,prediction_model,medium
unknown,instruments.*.fundamental.returnOnAssets,instruments,prediction_model,medium
unknown,instruments.*.fundamental.returnOnEquity,instruments,prediction_model,medium
unknown,instruments.*.fundamental.returnOnInvestment,instruments,prediction_model,medium
unknown,instruments.*.fundamental.revChangeIn,instruments,prediction_model,medium
unknown,instruments.*.fundamental.revChangeTTM,instruments,prediction_model,medium
unknown,instruments.*.fundamental.revChangeYear,instruments,prediction_model,medium
unknown,instruments.*.fundamental.shortIntDayToCover,instruments,prediction_model,medium
unknown,instruments.*.fundamental.shortIntToFloat,instruments,prediction_model,medium
unknown,instruments.*.fundamental.symbol,instruments,prediction_model,medium
unknown,instruments.*.fundamental.totalDebtToCapital,instruments,prediction_model,medium
unknown,instruments.*.fundamental.totalDebtToEquity,instruments,prediction_model,medium
unknown,instruments.*.fundamental.vol10DayAvg,instruments,prediction_model,medium
unknown,instruments.*.fundamental.vol1DayAvg,instruments,prediction_model,medium
unknown,instruments.*.fundamental.vol3MonthAvg,instruments,prediction_model,medium
unknown,instruments.*.symbol,instruments,unknown,medium
unknown,instruments.instruments,instruments,unknown,medium
unknown,market_hours.bond,market_hours,unknown,medium
unknown,market_hours.bond.BON,market_hours,unknown,medium
unknown,market_hours.bond.BON.date,market_hours,unknown,medium
unknown,market_hours.bond.BON.marketType,market_hours,unknown,medium
unknown,market_hours.bond.BON.product,market_hours,unknown,medium
unknown,market_hours.bond.BON.productName,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.postMarket,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.postMarket.*,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.postMarket.*.end,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.postMarket.*.start,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.preMarket,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.preMarket.*,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.preMarket.*.end,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.preMarket.*.start,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.bond.BON.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.equity,market_hours,unknown,medium
unknown,market_hours.equity.EQ,market_hours,unknown,medium
unknown,market_hours.equity.EQ.date,market_hours,unknown,medium
unknown,market_hours.equity.EQ.marketType,market_hours,unknown,medium
unknown,market_hours.equity.EQ.product,market_hours,unknown,medium
unknown,market_hours.equity.EQ.productName,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.postMarket,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.postMarket.*,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.postMarket.*.end,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.postMarket.*.start,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.preMarket,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.preMarket.*,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.preMarket.*.end,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.preMarket.*.start,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.equity.EQ.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.forex,market_hours,unknown,medium
unknown,market_hours.forex.forex,market_hours,unknown,medium
unknown,market_hours.forex.forex.date,market_hours,unknown,medium
unknown,market_hours.forex.forex.marketType,market_hours,unknown,medium
unknown,market_hours.forex.forex.product,market_hours,unknown,medium
unknown,market_hours.future,market_hours,unknown,medium
unknown,market_hours.future.ADA,market_hours,unknown,medium
unknown,market_hours.future.ADA.category,market_hours,unknown,medium
unknown,market_hours.future.ADA.date,market_hours,unknown,medium
unknown,market_hours.future.ADA.exchange,market_hours,unknown,low
unknown,market_hours.future.ADA.marketType,market_hours,unknown,medium
unknown,market_hours.future.ADA.product,market_hours,unknown,medium
unknown,market_hours.future.ADA.productName,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ADA.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.AW,market_hours,unknown,medium
unknown,market_hours.future.AW.category,market_hours,unknown,medium
unknown,market_hours.future.AW.date,market_hours,unknown,medium
unknown,market_hours.future.AW.exchange,market_hours,unknown,low
unknown,market_hours.future.AW.marketType,market_hours,unknown,medium
unknown,market_hours.future.AW.product,market_hours,unknown,medium
unknown,market_hours.future.AW.productName,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.AW.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.BFF,market_hours,unknown,medium
unknown,market_hours.future.BFF.category,market_hours,unknown,medium
unknown,market_hours.future.BFF.date,market_hours,unknown,medium
unknown,market_hours.future.BFF.exchange,market_hours,unknown,low
unknown,market_hours.future.BFF.marketType,market_hours,unknown,medium
unknown,market_hours.future.BFF.product,market_hours,unknown,medium
unknown,market_hours.future.BFF.productName,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.BFF.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.BTC,market_hours,unknown,medium
unknown,market_hours.future.BTC.category,market_hours,unknown,medium
unknown,market_hours.future.BTC.date,market_hours,unknown,medium
unknown,market_hours.future.BTC.exchange,market_hours,unknown,low
unknown,market_hours.future.BTC.marketType,market_hours,unknown,medium
unknown,market_hours.future.BTC.product,market_hours,unknown,medium
unknown,market_hours.future.BTC.productName,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.BTC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.BZ,market_hours,unknown,medium
unknown,market_hours.future.BZ.category,market_hours,unknown,medium
unknown,market_hours.future.BZ.date,market_hours,unknown,medium
unknown,market_hours.future.BZ.exchange,market_hours,unknown,low
unknown,market_hours.future.BZ.marketType,market_hours,unknown,medium
unknown,market_hours.future.BZ.product,market_hours,unknown,medium
unknown,market_hours.future.BZ.productName,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.BZ.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.CB,market_hours,unknown,medium
unknown,market_hours.future.CB.category,market_hours,unknown,medium
unknown,market_hours.future.CB.date,market_hours,unknown,medium
unknown,market_hours.future.CB.exchange,market_hours,unknown,low
unknown,market_hours.future.CB.marketType,market_hours,unknown,medium
unknown,market_hours.future.CB.product,market_hours,unknown,medium
unknown,market_hours.future.CB.productName,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.CB.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.CL,market_hours,unknown,medium
unknown,market_hours.future.CL.category,market_hours,unknown,medium
unknown,market_hours.future.CL.date,market_hours,unknown,medium
unknown,market_hours.future.CL.exchange,market_hours,unknown,low
unknown,market_hours.future.CL.marketType,market_hours,unknown,medium
unknown,market_hours.future.CL.product,market_hours,unknown,medium
unknown,market_hours.future.CL.productName,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.CL.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.CZK,market_hours,unknown,medium
unknown,market_hours.future.CZK.category,market_hours,unknown,medium
unknown,market_hours.future.CZK.date,market_hours,unknown,medium
unknown,market_hours.future.CZK.exchange,market_hours,unknown,low
unknown,market_hours.future.CZK.marketType,market_hours,unknown,medium
unknown,market_hours.future.CZK.product,market_hours,unknown,medium
unknown,market_hours.future.CZK.productName,market_hours,unknown,medium
unknown,market_hours.future.CZK.sessionHours,market_hours,unknown,medium
