canonical_field,source_endpoints,example_raw_field,category,likely_use,priority,first_seen,last_seen
instruments.*.fundamental.vol1DayAvg,instruments,instruments.0.fundamental.vol1DayAvg,unknown,prediction_model,medium,,2026-08-15
instruments.*.fundamental.vol3MonthAvg,instruments,instruments.0.fundamental.vol3MonthAvg,unknown,prediction_model,medium,,2026-08-15
instruments.*.symbol,instruments,instruments.9999.symbol,unknown,unknown,medium,,2026-08-15
instruments.instruments,instruments,instruments,unknown,unknown,medium,,2026-08-15
market_hours.bond,market_hours,bond,unknown,unknown,medium,,
market_hours.bond.BON,market_hours,bond.BON,unknown,unknown,medium,,
market_hours.bond.BON.date,market_hours,bond.BON.date,unknown,unknown,medium,,
market_hours.bond.BON.isOpen,market_hours,bond.BON.isOpen,market_hours,unknown,medium,,
market_hours.bond.BON.marketType,market_hours,bond.BON.marketType,unknown,unknown,medium,,
market_hours.bond.BON.product,market_hours,bond.BON.product,unknown,unknown,medium,,
market_hours.bond.BON.productName,market_hours,bond.BON.productName,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours,market_hours,bond.BON.sessionHours,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.postMarket,market_hours,bond.BON.sessionHours.postMarket,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.postMarket.*,market_hours,bond.BON.sessionHours.postMarket.0,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.postMarket.*.end,market_hours,bond.BON.sessionHours.postMarket.0.end,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.postMarket.*.start,market_hours,bond.BON.sessionHours.postMarket.0.start,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.preMarket,market_hours,bond.BON.sessionHours.preMarket,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.preMarket.*,market_hours,bond.BON.sessionHours.preMarket.0,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.preMarket.*.end,market_hours,bond.BON.sessionHours.preMarket.0.end,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.preMarket.*.start,market_hours,bond.BON.sessionHours.preMarket.0.start,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.regularMarket,market_hours,bond.BON.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.regularMarket.*,market_hours,bond.BON.sessionHours.regularMarket.0,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.regularMarket.*.end,market_hours,bond.BON.sessionHours.regularMarket.0.end,unknown,unknown,medium,,
market_hours.bond.BON.sessionHours.regularMarket.*.start,market_hours,bond.BON.sessionHours.regularMarket.0.start,unknown,unknown,medium,,
market_hours.equity,market_hours,equity,unknown,unknown,medium,,2026-08-15
market_hours.equity.EQ,market_hours,equity.EQ,unknown,unknown,medium,,
market_hours.equity.EQ.date,market_hours,equity.EQ.date,unknown,unknown,medium,,
market_hours.equity.EQ.isOpen,market_hours,equity.EQ.isOpen,market_hours,unknown,medium,,
market_hours.equity.EQ.marketType,market_hours,equity.EQ.marketType,unknown,unknown,medium,,
market_hours.equity.EQ.product,market_hours,equity.EQ.product,unknown,unknown,medium,,
market_hours.equity.EQ.productName,market_hours,equity.EQ.productName,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours,market_hours,equity.EQ.sessionHours,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.postMarket,market_hours,equity.EQ.sessionHours.postMarket,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.postMarket.*,market_hours,equity.EQ.sessionHours.postMarket.0,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.postMarket.*.end,market_hours,equity.EQ.sessionHours.postMarket.0.end,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.postMarket.*.start,market_hours,equity.EQ.sessionHours.postMarket.0.start,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.preMarket,market_hours,equity.EQ.sessionHours.preMarket,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.preMarket.*,market_hours,equity.EQ.sessionHours.preMarket.0,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.preMarket.*.end,market_hours,equity.EQ.sessionHours.preMarket.0.end,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.preMarket.*.start,market_hours,equity.EQ.sessionHours.preMarket.0.start,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.regularMarket,market_hours,equity.EQ.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.regularMarket.*,market_hours,equity.EQ.sessionHours.regularMarket.0,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.regularMarket.*.end,market_hours,equity.EQ.sessionHours.regularMarket.0.end,unknown,unknown,medium,,
market_hours.equity.EQ.sessionHours.regularMarket.*.start,market_hours,equity.EQ.sessionHours.regularMarket.0.start,unknown,unknown,medium,,
market_hours.equity.equity,market_hours,equity.equity,unclassified,unreviewed,unreviewed,2026-08-15,2026-08-15
market_hours.equity.equity.date,market_hours,equity.equity.date,unclassified,unreviewed,unreviewed,2026-08-15,2026-08-15
market_hours.equity.equity.isOpen,market_hours,equity.equity.isOpen,unclassified,unreviewed,unreviewed,2026-08-15,2026-08-15
market_hours.equity.equity.marketType,market_hours,equity.equity.marketType,unclassified,unreviewed,unreviewed,2026-08-15,2026-08-15
market_hours.equity.equity.product,market_hours,equity.equity.product,unclassified,unreviewed,unreviewed,2026-08-15,2026-08-15
market_hours.forex,market_hours,forex,unknown,unknown,medium,,
market_hours.forex.forex,market_hours,forex.forex,unknown,unknown,medium,,
market_hours.forex.forex.date,market_hours,forex.forex.date,unknown,unknown,medium,,
market_hours.forex.forex.isOpen,market_hours,forex.forex.isOpen,market_hours,unknown,medium,,
market_hours.forex.forex.marketType,market_hours,forex.forex.marketType,unknown,unknown,medium,,
market_hours.forex.forex.product,market_hours,forex.forex.product,unknown,unknown,medium,,
market_hours.future,market_hours,future,unknown,unknown,medium,,
market_hours.future.ADA,market_hours,future.ADA,unknown,unknown,medium,,
market_hours.future.ADA.category,market_hours,future.ADA.category,unknown,unknown,medium,,
market_hours.future.ADA.date,market_hours,future.ADA.date,unknown,unknown,medium,,
market_hours.future.ADA.exchange,market_hours,future.ADA.exchange,unknown,unknown,low,,
market_hours.future.ADA.isOpen,market_hours,future.ADA.isOpen,market_hours,unknown,medium,,
market_hours.future.ADA.marketType,market_hours,future.ADA.marketType,unknown,unknown,medium,,
market_hours.future.ADA.product,market_hours,future.ADA.product,unknown,unknown,medium,,
market_hours.future.ADA.productName,market_hours,future.ADA.productName,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours,market_hours,future.ADA.sessionHours,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.noTrading,market_hours,future.ADA.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.noTrading.*,market_hours,future.ADA.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.noTrading.*.end,market_hours,future.ADA.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.noTrading.*.start,market_hours,future.ADA.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.regularMarket,market_hours,future.ADA.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.regularMarket.*,market_hours,future.ADA.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.regularMarket.*.end,market_hours,future.ADA.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.ADA.sessionHours.regularMarket.*.start,market_hours,future.ADA.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.AW,market_hours,future.AW,unknown,unknown,medium,,
market_hours.future.AW.category,market_hours,future.AW.category,unknown,unknown,medium,,
market_hours.future.AW.date,market_hours,future.AW.date,unknown,unknown,medium,,
market_hours.future.AW.exchange,market_hours,future.AW.exchange,unknown,unknown,low,,
market_hours.future.AW.isOpen,market_hours,future.AW.isOpen,market_hours,unknown,medium,,
market_hours.future.AW.marketType,market_hours,future.AW.marketType,unknown,unknown,medium,,
market_hours.future.AW.product,market_hours,future.AW.product,unknown,unknown,medium,,
market_hours.future.AW.productName,market_hours,future.AW.productName,unknown,unknown,medium,,
market_hours.future.AW.sessionHours,market_hours,future.AW.sessionHours,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.noTrading,market_hours,future.AW.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.noTrading.*,market_hours,future.AW.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.noTrading.*.end,market_hours,future.AW.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.noTrading.*.start,market_hours,future.AW.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.regularMarket,market_hours,future.AW.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.regularMarket.*,market_hours,future.AW.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.regularMarket.*.end,market_hours,future.AW.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.AW.sessionHours.regularMarket.*.start,market_hours,future.AW.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.BFF,market_hours,future.BFF,unknown,unknown,medium,,
market_hours.future.BFF.category,market_hours,future.BFF.category,unknown,unknown,medium,,
market_hours.future.BFF.date,market_hours,future.BFF.date,unknown,unknown,medium,,
market_hours.future.BFF.exchange,market_hours,future.BFF.exchange,unknown,unknown,low,,
market_hours.future.BFF.isOpen,market_hours,future.BFF.isOpen,market_hours,unknown,medium,,
market_hours.future.BFF.marketType,market_hours,future.BFF.marketType,unknown,unknown,medium,,
market_hours.future.BFF.product,market_hours,future.BFF.product,unknown,unknown,medium,,
market_hours.future.BFF.productName,market_hours,future.BFF.productName,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours,market_hours,future.BFF.sessionHours,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.noTrading,market_hours,future.BFF.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.noTrading.*,market_hours,future.BFF.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.noTrading.*.end,market_hours,future.BFF.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.noTrading.*.start,market_hours,future.BFF.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.regularMarket,market_hours,future.BFF.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.regularMarket.*,market_hours,future.BFF.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.regularMarket.*.end,market_hours,future.BFF.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.BFF.sessionHours.regularMarket.*.start,market_hours,future.BFF.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.BTC,market_hours,future.BTC,unknown,unknown,medium,,
market_hours.future.BTC.category,market_hours,future.BTC.category,unknown,unknown,medium,,
market_hours.future.BTC.date,market_hours,future.BTC.date,unknown,unknown,medium,,
market_hours.future.BTC.exchange,market_hours,future.BTC.exchange,unknown,unknown,low,,
market_hours.future.BTC.isOpen,market_hours,future.BTC.isOpen,market_hours,unknown,medium,,
market_hours.future.BTC.marketType,market_hours,future.BTC.marketType,unknown,unknown,medium,,
market_hours.future.BTC.product,market_hours,future.BTC.product,unknown,unknown,medium,,
market_hours.future.BTC.productName,market_hours,future.BTC.productName,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours,market_hours,future.BTC.sessionHours,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.noTrading,market_hours,future.BTC.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.noTrading.*,market_hours,future.BTC.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.noTrading.*.end,market_hours,future.BTC.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.noTrading.*.start,market_hours,future.BTC.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.regularMarket,market_hours,future.BTC.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.regularMarket.*,market_hours,future.BTC.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.regularMarket.*.end,market_hours,future.BTC.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.BTC.sessionHours.regularMarket.*.start,market_hours,future.BTC.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.BZ,market_hours,future.BZ,unknown,unknown,medium,,
market_hours.future.BZ.category,market_hours,future.BZ.category,unknown,unknown,medium,,
market_hours.future.BZ.date,market_hours,future.BZ.date,unknown,unknown,medium,,
market_hours.future.BZ.exchange,market_hours,future.BZ.exchange,unknown,unknown,low,,
market_hours.future.BZ.isOpen,market_hours,future.BZ.isOpen,market_hours,unknown,medium,,
market_hours.future.BZ.marketType,market_hours,future.BZ.marketType,unknown,unknown,medium,,
market_hours.future.BZ.product,market_hours,future.BZ.product,unknown,unknown,medium,,
market_hours.future.BZ.productName,market_hours,future.BZ.productName,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours,market_hours,future.BZ.sessionHours,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.noTrading,market_hours,future.BZ.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.noTrading.*,market_hours,future.BZ.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.noTrading.*.end,market_hours,future.BZ.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.noTrading.*.start,market_hours,future.BZ.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.regularMarket,market_hours,future.BZ.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.regularMarket.*,market_hours,future.BZ.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.regularMarket.*.end,market_hours,future.BZ.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.BZ.sessionHours.regularMarket.*.start,market_hours,future.BZ.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.CB,market_hours,future.CB,unknown,unknown,medium,,
market_hours.future.CB.category,market_hours,future.CB.category,unknown,unknown,medium,,
market_hours.future.CB.date,market_hours,future.CB.date,unknown,unknown,medium,,
market_hours.future.CB.exchange,market_hours,future.CB.exchange,unknown,unknown,low,,
market_hours.future.CB.isOpen,market_hours,future.CB.isOpen,market_hours,unknown,medium,,
market_hours.future.CB.marketType,market_hours,future.CB.marketType,unknown,unknown,medium,,
market_hours.future.CB.product,market_hours,future.CB.product,unknown,unknown,medium,,
market_hours.future.CB.productName,market_hours,future.CB.productName,unknown,unknown,medium,,
market_hours.future.CB.sessionHours,market_hours,future.CB.sessionHours,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.noTrading,market_hours,future.CB.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.noTrading.*,market_hours,future.CB.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.noTrading.*.end,market_hours,future.CB.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.noTrading.*.start,market_hours,future.CB.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.regularMarket,market_hours,future.CB.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.regularMarket.*,market_hours,future.CB.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.regularMarket.*.end,market_hours,future.CB.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.CB.sessionHours.regularMarket.*.start,market_hours,future.CB.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.CL,market_hours,future.CL,unknown,unknown,medium,,
market_hours.future.CL.category,market_hours,future.CL.category,unknown,unknown,medium,,
market_hours.future.CL.date,market_hours,future.CL.date,unknown,unknown,medium,,
market_hours.future.CL.exchange,market_hours,future.CL.exchange,unknown,unknown,low,,
market_hours.future.CL.isOpen,market_hours,future.CL.isOpen,market_hours,unknown,medium,,
market_hours.future.CL.marketType,market_hours,future.CL.marketType,unknown,unknown,medium,,
market_hours.future.CL.product,market_hours,future.CL.product,unknown,unknown,medium,,
